Entrez_Gene_Id,TCGA-AA-3664-01,TCGA-AA-3715-01,TCGA-AA-A01P-01,TCGA-AA-A022-01,TCGA-AA-A02R-01
22919.0,-0.8285,-2.8176,-0.9806,-1.4429,-1.4277
10982.0,1.5795,0.0557,1.4433,0.8951,-1.0069
22924.0,-0.5419,-0.0084,-2.0553,-1.1561,-2.1502
4137.0,-0.4796,-0.1222,0.3084,-1.8416,-1.6038
162333.0,-1.5896,-1.5896,-1.5896,0.799,-0.5363
55016.0,0.4774,1.0347,1.0664,-0.211,1.0679
51257.0,-1.1664,1.9713,1.9842,1.5002,-0.1711
115123.0,0.9999,-0.0337,-0.8119,1.3484,-0.3433
57574.0,0.1295,1.9372,-0.9254,-0.7639,-1.3105
54708.0,1.0137,0.0966,0.403,-0.7812,0.7581
10299.0,1.5789,-0.3341,-0.3393,-0.7419,0.1725
64844.0,1.4495,-1.2505,-0.9849,-0.6889,-0.3035
220972.0,-0.1313,0.3476,0.3172,1.2337,1.3171
92979.0,-1.1947,1.2396,0.3409,2.3171,1.5764
4082.0,1.0361,-2.8718,-0.1378,-2.0101,-2.1063
65108.0,-0.7442,-1.1015,1.4312,0.9461,0.1426
8685.0,-0.599,1.5621,0.6452,-1.3334,1.6947
4139.0,-0.5292,-0.9056,-0.2121,-1.4612,-1.4338
2011.0,-0.2554,0.099,-0.1737,0.4106,-0.2921
4140.0,0.5365,1.2405,0.953,1.3869,1.2578
57787.0,-1.2611,1.7255,0.2446,2.8177,1.4883
92935.0,-0.2666,-0.7532,-2.0493,-1.6834,0.7708
4141.0,-0.9995,3.2788,0.9767,0.7822,-2.2699
83742.0,-1.0568,0.8533,-0.1351,0.1055,0.2945
153562.0,0.7417,-1.6366,-0.6228,-0.6736,-0.6519
91862.0,-0.5872,-0.7652,-0.096,1.2176,0.3358
5648.0,-0.681,-0.6521,1.6416,-0.8947,0.0628
10747.0,1.3867,-0.9234,-0.3675,1.5233,-0.2105
22983.0,0.4091,2.2715,0.3844,2.9215,0.7038
23139.0,0.7986,0.6084,-0.1701,2.6864,-0.2343
23031.0,0.1964,1.5418,0.6959,1.5731,0.2218
375449.0,0.7583,2.4515,0.6581,-0.028,-0.4185
84930.0,1.5441,-0.785,0.3269,-0.8993,-0.3413
4143.0,-0.1851,-0.1565,-1.4162,-1.3506,-1.0998
4144.0,1.0739,0.1489,0.1186,-1.2724,0.1154
27430.0,0.2545,0.3925,0.5872,0.2903,0.8863
4145.0,-0.5137,1.1651,0.743,0.104,0.8294
4146.0,-1.8913,0.6628,-0.1612,-0.8602,-1.3286
4147.0,0.2134,0.2944,-1.1421,0.0802,0.4588
4148.0,-0.6979,0.6302,0.0033,-0.3439,-0.8701
8785.0,-1.5005,2.6924,0.5492,0.9555,-1.4661
9782.0,1.0262,-2.316,0.1778,-0.9402,0.2065
57506.0,0.7571,-0.9169,-1.187,0.0545,-0.8003
4149.0,-0.9818,0.7157,1.7556,3.4325,1.0083
4150.0,-1.6375,0.9037,-0.6429,0.3592,0.2994
4151.0,0.3506,0.2336,-1.4993,-2.6363,-1.2706
4152.0,2.4785,2.4211,1.5281,1.1611,0.9269
8932.0,-0.0787,-2.295,0.6875,1.6267,0.142
53615.0,-0.2859,1.1892,0.8468,1.0123,0.8537
8930.0,1.18,-3.8084,-0.7892,-0.0301,-0.8069
55777.0,-0.0586,-1.4334,-0.0545,-0.9935,-1.425
114785.0,-0.5542,1.6651,-0.2576,1.4944,0.3287
51562.0,0.5765,-2.118,-0.6599,0.1128,-0.5315
8512.0,-1.0523,-1.7975,1.2804,-1.4226,-1.624
255374.0,-1.2451,0.2984,0.0985,-0.2705,0.3258
153364.0,1.9533,-0.3598,-1.5584,-1.911,-1.266
4154.0,0.8339,-0.2391,0.4254,-0.9478,-0.5526
10150.0,0.9986,-1.336,0.2644,-1.1683,-0.5102
55796.0,1.5006,0.1514,-0.2831,-0.8607,1.0836
154141.0,1.1091,1.0277,1.1554,2.1472,1.5166
129642.0,1.0358,2.2653,-1.3085,0.8248,0.2648
619373.0,-2.3447,-0.4691,1.0047,1.0739,-0.3477
79143.0,-0.8173,0.3287,0.4446,-0.0778,0.5746
4155.0,0.1386,2.4855,1.4254,1.4195,1.3451
54799.0,1.2365,-2.2174,-1.3759,-0.357,-0.1965
8720.0,-1.6558,-1.5683,1.1376,-1.1151,-0.3254
51360.0,-0.1074,-1.414,-0.5489,0.4163,-0.0635
4157.0,-0.4093,1.4489,-0.1432,2.1059,-0.1693
4162.0,-0.2896,0.2693,0.9182,-0.6672,-1.4218
92014.0,0.3414,1.5096,-0.3279,1.5435,0.3143
147407.0,-2.3603,-0.1281,0.5578,0.8315,-0.1386
442229.0,0.402,-1.5101,-1.8132,-0.2811,0.3073
401612.0,0.6108,1.1315,0.7193,0.524,-0.5075
27349.0,-1.1977,0.7217,0.203,0.9191,1.1266
4163.0,-0.1197,0.5508,0.4558,-0.0342,-0.8896
56922.0,0.8311,-0.8087,-0.8305,-0.849,0.8545
64087.0,0.7268,-1.3599,-0.4739,-0.9221,1.1254
84693.0,0.9613,-2.994,-0.5656,-0.3934,-0.8629
4168.0,2.1954,-2.0636,-2.0636,-0.5161,-2.0636
23101.0,-0.577,0.3499,1.4083,1.4096,0.4762
23263.0,0.2899,-0.3901,-0.0407,-0.3749,-0.8972
90411.0,0.0671,-1.1276,-0.4564,-0.3501,-0.3885
2847.0,-1.0099,1.3969,1.5871,0.2573,1.3669
4170.0,0.4567,-0.2497,0.9054,0.652,0.5935
55388.0,1.0141,0.0342,0.8256,-1.0757,-0.0718
4171.0,-0.118,1.0831,0.4392,-1.3454,1.1571
4172.0,-0.0964,0.3274,0.9122,-0.9078,1.1804
8888.0,0.2785,0.2754,0.8209,-1.4627,0.6206
114044.0,1.1234,-1.4727,0.2581,-0.734,-0.1015
4173.0,0.2393,1.0486,0.2684,-0.9917,1.3664
4174.0,-0.1971,2.4807,1.2273,-0.1161,1.9716
4175.0,0.9053,-0.0113,0.3609,-1.3122,1.4925
4176.0,-1.0695,0.5956,0.2284,-0.9568,0.9879
84515.0,1.2939,-0.4959,-0.0463,-1.593,0.318
254394.0,0.3465,0.3195,0.1948,-0.5841,0.7906
57192.0,-1.3085,2.624,0.6877,0.1776,-0.01
255231.0,1.4346,-0.5601,-0.0881,1.3358,0.4722
55283.0,1.8246,1.245,-1.1969,1.6519,1.5062
79648.0,1.1114,-0.3421,0.6884,0.2656,0.2483
10445.0,-2.1435,2.8519,-0.6744,1.2446,0.8264
79772.0,0.1046,1.4406,1.7893,-0.6097,0.3946
55784.0,1.243,-1.034,-0.8091,0.8365,-1.0326
28985.0,1.7484,-2.0012,-0.7136,-0.4601,-1.7742
9656.0,0.486,-1.5962,-0.5516,-0.3096,-0.7916
4188.0,0.1283,2.3105,1.1822,0.9043,1.7667
29969.0,-0.1266,-0.2363,0.8841,-0.5896,0.2995
266727.0,-0.7966,1.6539,0.3879,1.844,1.6599
4190.0,-0.6966,-0.1161,0.1496,-1.2402,-0.0675
130752.0,0.1406,1.1124,-0.4809,0.4166,-2.471
4191.0,-1.6337,0.651,-0.9301,-1.0277,-0.2357
4192.0,-0.7382,1.5247,1.3932,2.5897,1.2507
56890.0,1.5299,-1.7667,0.4907,0.4937,0.2322
4193.0,2.3296,0.3355,0.9492,1.3059,1.6857
4194.0,3.3628,-0.6616,-0.3275,0.6636,-0.1308
23195.0,0.6361,-1.7618,-0.1791,0.4797,-0.1445
145553.0,0.5367,0.2742,0.1869,0.5118,-0.5943
259283.0,-0.6656,-1.8864,-1.8864,-1.0189,-1.8864
4199.0,0.821,0.7181,-1.692,0.2167,0.0341
4200.0,-2.8015,-0.3386,0.4347,0.4638,1.4874
10873.0,-0.8118,0.4036,-0.3347,-1.0803,-0.6288
4201.0,-2.4258,0.0461,0.1634,-0.1538,-0.4934
64769.0,0.4631,-1.904,0.1009,0.9079,0.6023
2122.0,0.3092,-2.6899,-1.1582,0.4063,-0.8629
4204.0,1.0737,-0.8662,-0.5115,1.3874,-0.2193
51102.0,-0.0769,-0.8989,-0.0905,-0.2957,1.4695
84246.0,-1.7802,0.8408,-0.053,0.4776,-0.1485
400569.0,-0.6505,0.5307,1.2246,1.237,-0.1181
9968.0,-1.5909,0.2545,-0.6421,-0.4084,0.2051
116931.0,-0.7586,-1.4436,0.4963,-0.0256,-1.4436
9969.0,1.0965,-1.5992,-0.0281,-1.3628,-0.4211
23389.0,0.6989,-0.0399,-0.6795,1.0458,1.4604
9282.0,0.4093,-1.6249,-1.2244,0.1746,0.507
5469.0,0.4345,-1.5807,-0.0613,-0.6833,0.3172
51586.0,-0.2272,2.6287,1.1634,1.4954,0.82
10025.0,-1.2548,1.9137,0.7497,0.5705,0.343
9440.0,0.5894,-0.7755,-0.7955,-0.8434,0.6783
54797.0,-0.0474,0.0725,0.0653,-0.1778,-0.6118
219541.0,-0.9873,-0.9036,0.2869,0.3687,-0.5955
9477.0,-1.153,-1.3212,-0.5225,-1.7093,-1.4092
9412.0,0.7341,-0.5509,-0.0959,0.5187,0.7493
6837.0,-0.3156,0.0886,-0.4524,1.78,0.7692
9439.0,1.7099,-1.8104,-0.2448,-0.0376,0.1516
9862.0,-1.7582,0.5951,-0.1876,0.1517,0.4238
81857.0,-1.3526,0.3345,-0.2003,0.5656,0.4371
9441.0,-0.9437,-0.6633,-0.538,1.2059,1.3458
9442.0,-1.8799,1.805,0.096,1.6136,-0.804
80306.0,-0.0091,-0.5281,-0.9083,-1.0243,-0.447
55588.0,-1.0665,0.0969,-0.4832,1.5356,-0.9741
90390.0,-0.5791,-1.0976,-1.1667,-1.3127,-0.8356
51003.0,0.4642,-0.0953,0.2589,0.3965,0.069
29079.0,-2.1413,-1.8321,-0.5078,-1.2112,-1.1917
10001.0,0.0437,-1.6982,0.4056,-0.3163,0.3845
9443.0,0.6201,-1.5997,0.3361,0.1521,-0.3707
112950.0,-2.0435,1.0978,1.1083,-1.0619,-1.0587
55090.0,-0.3969,-0.5701,0.9057,3.1794,0.9904
4205.0,1.0218,0.4483,0.4191,1.1548,0.3862
100271849.0,-0.6882,0.5452,1.149,1.2953,0.8277
4208.0,0.1347,-0.9669,0.9019,-0.9553,-0.6057
4209.0,-0.5459,1.2984,0.2221,0.4578,-1.3809
4210.0,0.2917,2.0797,1.3685,0.7148,0.9846
55384.0,0.6581,1.0479,0.5701,1.051,-0.19
84466.0,-0.028,1.1907,-0.652,0.4885,-1.9258
84465.0,-1.0504,-1.0242,-1.2191,-1.582,-1.332
1953.0,1.429,1.4468,0.949,1.8774,0.907
1954.0,-0.2381,0.2663,0.5637,0.6309,0.0895
1955.0,2.1476,0.0146,-0.0982,0.6149,0.2819
150365.0,-0.0398,1.1779,1.251,0.8341,0.4846
644890.0,2.4853,-1.9483,-1.9483,0.498,0.1527
4211.0,-0.3255,0.4506,0.8472,-0.3367,-0.349
4212.0,1.1584,0.2767,1.2956,0.3122,0.7253
56917.0,-1.3519,1.6644,0.7179,2.9188,1.3011
4213.0,-0.2424,0.1407,-0.03,0.5084,-0.6144
9833.0,1.2099,-1.299,0.2311,-0.4349,0.7129
51072.0,0.4556,-2.11,-0.7167,-1.4867,-0.4384
4221.0,-0.365,0.3298,-0.1802,0.7002,0.8335
4222.0,-2.3483,-0.0765,1.4474,-0.9143,0.1853
4223.0,-0.4599,0.414,1.5858,-0.8902,-0.1956
4224.0,-0.9026,-2.1288,-3.0122,-0.7558,-2.4533
4225.0,0.8167,0.1426,-1.6243,0.5462,-1.6243
56257.0,-1.2529,0.6416,-0.028,0.0712,0.3489
10461.0,-0.6997,0.3728,0.353,-0.7446,-0.6936
59274.0,-0.6416,1.3753,1.5983,-0.185,0.6633
23184.0,-0.3863,-0.6647,1.6154,-0.3231,0.4016
55897.0,-0.2804,1.9877,-0.5927,1.8154,0.914
145873.0,1.6392,0.9793,-0.4826,0.8939,0.4303
4232.0,-0.3219,-1.5063,-1.3462,-1.1537,-0.9179
317751.0,1.1694,-0.4312,-1.7827,-0.0183,-1.7827
4233.0,-0.2666,0.5818,1.3295,-1.0229,0.2636
23173.0,0.3922,-0.3293,-0.4685,-2.196,-0.3311
10988.0,0.3366,-0.5054,-0.5655,-0.1148,0.9185
79006.0,-0.732,1.4463,0.6825,1.3417,1.5533
284207.0,-1.3819,1.3091,0.613,1.9316,0.8836
79066.0,1.8695,-0.212,0.0647,0.0976,0.8294
64745.0,0.4121,0.9812,-0.0128,1.0239,1.3401
196074.0,1.1041,-1.828,0.1133,-0.4064,0.1082
399818.0,1.1904,-1.4966,-0.7163,-2.0933,0.6721
28989.0,-2.1069,1.9545,0.2449,0.8601,-1.0803
751071.0,0.1026,1.3442,0.9688,1.0454,1.2721
51603.0,0.3371,0.1988,-0.0861,-1.5297,-0.1503
4234.0,-2.0702,1.6111,-0.3524,-0.1639,0.3747
57721.0,1.1075,-1.3871,0.816,0.3724,0.7602
339175.0,-0.1723,-1.9274,-0.2703,-1.3943,0.0641
55798.0,0.0188,-2.4365,-0.9801,-1.619,0.1009
56339.0,0.7408,1.4522,0.5004,-0.136,0.6739
64863.0,1.7921,-0.1226,0.4843,0.7258,-0.1863
29081.0,-0.8339,-2.057,-0.4924,-1.0523,-1.4428
131965.0,-0.3656,-2.3378,0.3747,-0.4316,-1.6239
25840.0,0.2514,-1.8576,-0.4594,-1.572,-1.1217
196410.0,-0.562,-1.2799,-1.4407,-1.8762,-2.2373
79828.0,0.918,-2.6898,-0.3384,-2.1635,-0.2287
51108.0,0.2959,-1.6289,-0.6949,-0.9941,-0.8696
92312.0,0.4554,-0.9767,-1.9539,-1.9662,-1.675
84206.0,0.97,1.4102,0.8637,0.2264,0.453
51320.0,-3.9534,0.4148,0.719,1.2966,0.4214
399664.0,-0.7537,1.0822,-0.0941,0.3784,1.2917
4236.0,-0.5606,-0.9688,1.3001,-1.6726,0.4691
4237.0,-1.9708,1.106,0.7099,0.3388,-0.8605
4238.0,0.1815,-1.2733,0.4045,-1.0054,-0.2198
9848.0,-1.5014,-0.9579,-0.0255,0.0495,-0.8165
4239.0,-1.4184,0.286,0.7737,-0.4375,-0.8983
8076.0,-1.3977,1.6124,0.9582,-0.4548,-0.2668
56947.0,-1.8751,-2.1231,-1.1916,0.3671,-0.3658
4240.0,-1.3377,1.7671,0.942,0.1563,0.7459
9258.0,1.2647,1.6464,0.3599,-0.5705,1.2722
4241.0,1.2869,-0.5413,0.6375,0.5967,0.0385
55669.0,2.2407,-2.1914,-0.5765,-0.6981,-0.4446
9927.0,-0.9355,-0.3185,0.6062,1.0905,0.7753
4242.0,-0.229,0.7434,1.166,0.7988,0.3244
83552.0,-1.4833,0.9118,1.1659,0.0692,-0.3012
10227.0,-1.8574,2.0003,0.1589,1.9044,0.4624
79157.0,1.5113,-1.1621,0.2298,-0.7722,-0.9957
64747.0,0.5261,-1.1953,0.7277,-0.4,0.9668
84879.0,0.1453,-0.2799,-2.1845,0.2308,-0.2568
388931.0,-1.1313,2.6819,0.948,1.0907,0.6442
113655.0,-0.1458,1.5848,0.5077,-0.3861,0.7277
148808.0,0.2604,1.2898,0.4569,1.9165,0.9436
84975.0,-2.2604,1.2092,0.4751,1.5165,0.6759
54842.0,-0.3152,0.9956,-0.0792,-1.2399,-0.921
162387.0,-0.073,0.7409,0.8022,-0.0034,1.1163
84179.0,-1.3625,1.6734,0.8084,0.8176,1.0323
256471.0,1.4055,-1.6236,-0.1174,-0.3826,0.057
84804.0,0.2004,0.222,-2.0903,-0.9523,-2.297
23269.0,0.9232,-1.8802,-0.8436,-0.6247,0.1777
8972.0,-0.1939,1.383,0.0899,-0.5477,-1.141
4245.0,-0.9803,2.6615,1.3034,0.7311,0.9353
4247.0,0.2955,-0.9925,0.2701,0.0546,1.0559
4248.0,0.325,-0.1176,0.9804,0.4036,0.9102
11320.0,1.8395,-2.5429,-0.8717,0.0897,-0.6722
11282.0,-0.3479,-0.4744,-1.8545,0.3502,0.5626
4249.0,0.4368,-0.219,-0.5118,-1.3161,-0.3946
146664.0,-1.5137,0.239,-0.5902,-0.9403,-1.5137
84815.0,-1.1071,2.2157,1.2492,0.0734,-0.1512
84793.0,-1.3197,-0.3952,-1.3017,0.9489,-1.7964
84983.0,-0.385,0.0016,-2.8657,-0.6198,1.0643
85009.0,-1.7354,-1.7354,-0.7932,-0.7092,-1.7354
84848.0,0.3651,0.2852,-0.062,-0.3469,-1.179
84849.0,-1.7598,-0.3821,-1.042,0.9228,-0.5602
85001.0,-1.0348,1.0983,-0.2843,0.9031,0.3049
114130.0,2.1131,-0.2821,0.3042,0.9232,0.4374
113691.0,-2.1137,0.5433,-0.1107,-1.1563,-1.688
389741.0,-0.7393,0.8518,0.4849,1.3678,0.8139
196872.0,1.0423,-0.2293,-0.1621,-0.4675,-0.1868
197187.0,-0.5793,-0.5037,-0.0113,2.9125,-0.29
65996.0,-2.18,0.107,-1.3067,-0.357,-1.0121
51237.0,-0.6283,1.1469,1.7167,0.9763,-0.0794
81854.0,1.4817,1.5709,0.2411,3.0943,-0.6038
167359.0,0.1451,-0.6451,1.1638,-1.0368,-1.9685
79100.0,-0.615,-0.615,-0.6185,-0.615,-0.615
90768.0,2.3002,2.1816,0.6533,-0.194,1.8073
401884.0,0.3645,1.3451,-1.4332,-1.1128,-0.0723
414919.0,-0.346,0.8827,-0.1727,0.6891,0.8762
389538.0,-1.0105,-0.7095,-0.3003,-1.0835,-1.1373
256227.0,1.5591,-0.9627,2.0433,-1.4796,-1.4667
10724.0,1.0953,-1.9446,-0.7372,1.2406,0.7828
11343.0,-0.7665,0.9983,-0.0324,-0.5105,-1.1373
4255.0,-0.8094,-0.8508,0.6159,-0.1136,-0.2598
4256.0,-1.0837,0.1601,0.7213,-0.3956,-0.2012
23295.0,-0.5434,1.0105,0.3311,1.2168,0.3769
4257.0,0.6673,0.7735,-0.8645,-1.1685,0.2341
4258.0,0.0273,-2.3575,-0.173,-0.1593,-0.9418
4259.0,-0.7277,-0.7555,-0.3187,0.0308,-0.8374
4253.0,0.6175,-0.4985,2.3146,-0.1351,0.435
375056.0,0.9531,-1.0907,0.6202,0.3667,-0.8027
8190.0,1.4269,-0.3197,2.2925,-0.3835,-1.2202
440823.0,0.4725,0.7787,1.9801,2.123,1.1439
57534.0,1.8445,-0.9301,0.4349,-0.4273,0.0012
142678.0,-0.4862,1.6596,0.5133,1.2141,1.4278
4276.0,-0.5738,0.667,0.2929,2.2794,0.109
64780.0,-0.5681,0.4342,-0.3101,1.078,-0.4476
9645.0,-0.0535,0.196,-0.5709,1.1079,1.1418
57553.0,-0.068,-0.2586,-1.2353,0.2271,-0.8429
84953.0,-0.466,-0.2342,-0.2221,1.8365,-1.277
85377.0,-0.7412,2.5159,1.033,1.366,2.0371
79778.0,2.0925,0.3239,0.0238,1.953,0.8477
4277.0,0.9799,1.7712,1.659,1.4702,1.251
4281.0,0.1002,-2.1988,-0.6089,1.3516,1.7557
58526.0,-1.5312,2.8194,-0.749,1.3826,0.0833
11043.0,0.5476,0.4947,0.8244,0.9912,0.9711
90007.0,-0.952,1.8913,-0.084,2.6514,0.4469
57708.0,1.5495,-1.085,0.4968,-0.5281,0.5206
54531.0,-0.7732,1.1722,1.09,1.3711,1.407
166968.0,1.4,-1.4659,-1.2743,-0.1523,0.5202
4282.0,-0.3134,1.968,-0.2029,-0.0321,1.0473
57409.0,-1.6105,1.905,0.4595,-0.3021,-0.3707
60672.0,-0.4029,1.6239,0.0217,0.8565,1.8412
84864.0,-0.7976,-1.5479,-0.192,-1.8923,0.5561
50488.0,0.1316,1.7016,-0.2491,0.8029,0.332
9562.0,-0.5805,0.2489,0.1441,-0.8852,-0.5323
54468.0,1.5395,-1.3847,-0.2147,-1.5261,-0.0349
55586.0,0.1464,4.069,-0.4857,3.2212,0.5423
4284.0,-2.2788,-0.5437,-0.0839,-0.9989,-2.2788
4285.0,-0.3012,-2.1975,-0.4939,-2.0772,-0.0309
145282.0,1.1106,-3.144,0.1551,-0.2721,-0.3457
114614.0,1.2332,1.1786,1.4682,1.0569,1.5909
407975.0,1.5771,-1.4304,-0.8003,0.57,0.0794
79003.0,1.7053,-0.6692,0.3233,-0.2178,0.4074
129531.0,-0.1348,-1.2401,0.6855,-0.4799,-0.3359
4286.0,0.0991,1.2696,1.0981,0.2102,0.3193
83881.0,-1.8312,-1.8312,0.5094,-1.8312,-1.8312
4288.0,0.9323,-1.5319,1.0975,-1.1512,0.8654
84365.0,0.5173,-3.5806,-0.4386,-0.9397,-0.2903
8195.0,-0.5519,-1.8996,-0.5951,-1.2377,-0.6562
57591.0,-0.8811,2.283,1.8501,0.8759,0.0728
57496.0,1.2781,-0.9561,0.5434,-0.6831,-0.3631
4289.0,0.8045,-1.9478,-0.5483,-0.145,-0.17
8569.0,-0.7499,1.0893,0.0844,2.7362,0.0196
2872.0,-0.4748,0.7909,-0.3531,1.3303,0.2472
23608.0,-1.1012,-2.2269,-1.2469,0.7198,-0.8147
23609.0,0.3265,0.983,-0.4559,-0.2473,1.0341
7681.0,-1.1426,-0.2914,-0.7166,-1.1426,-1.1426
54903.0,-0.5967,-2.2227,0.2385,0.4182,-0.3358
283078.0,0.1835,-3.0941,-0.4139,-1.6071,-1.2078
2315.0,0.8615,-0.2486,0.6019,0.1194,-1.4444
23209.0,0.099,0.1459,-0.0507,3.7661,-0.4464
9761.0,0.8468,-1.6532,-1.5023,0.8611,0.8629
4291.0,-1.4659,-1.6599,-1.0012,-1.5281,-1.832
79682.0,0.5592,-1.1725,0.5945,-0.8563,0.0051
8079.0,-2.1949,2.8746,0.4455,2.2193,2.4631
4292.0,-0.1554,-2.234,-1.3674,-2.8405,-2.1092
27030.0,1.3029,-2.6176,0.9849,-0.4644,-0.4645
197259.0,0.8038,0.4019,1.3118,0.7378,0.4705
8085.0,-0.0724,1.1635,-0.035,0.9109,1.183
58508.0,0.9602,-1.4336,0.0037,-0.3912,0.0094
4297.0,0.9609,-0.6665,0.325,0.9136,1.0067
9757.0,-0.0255,0.4012,0.5942,1.2517,0.3995
55904.0,0.0818,-1.3814,-0.5886,-0.7073,-0.6556
8028.0,1.2366,-0.581,-0.752,-0.6246,0.1657
10962.0,-0.6027,-0.3883,0.5369,0.0139,-1.0366
4298.0,-0.3031,-0.4632,0.0861,0.674,0.6196
4300.0,-0.2133,-1.5082,0.1973,-0.2193,-1.9103
4301.0,0.9257,-2.1919,-0.4039,-0.7555,-3.1315
4302.0,-0.265,-0.1316,-1.3998,-0.294,0.979
79083.0,0.5885,0.838,1.6217,-1.4145,-0.084
64223.0,-1.0108,1.8102,-0.8192,-0.5718,0.2903
6945.0,-0.8035,0.1979,-1.4354,0.092,-1.0759
22877.0,1.3713,0.2206,-0.4243,-0.4033,0.3479
51085.0,0.2765,-1.6445,-0.6361,0.828,-0.3546
23417.0,-1.0013,-1.0526,0.2206,0.2781,0.6681
166785.0,0.4367,-1.991,0.8201,0.6284,0.4067
326625.0,-1.0422,0.4861,-2.2692,-0.2042,0.5668
25974.0,-0.4835,0.4678,-0.6112,-0.4462,0.4183
27249.0,0.3056,-1.5274,-0.3426,-1.1017,-0.9109
23531.0,1.2569,0.5489,-0.0905,-3.2909,-1.3049
4311.0,-0.7308,-0.392,-0.762,-0.6396,-1.3337
79258.0,-0.9312,0.1533,-0.8178,-0.6463,-0.2866
93380.0,1.476,-2.0777,-0.5123,0.4605,-0.568
4319.0,0.468,0.6133,-2.4286,0.0125,-2.3452
4320.0,-1.1814,2.1471,0.8267,0.868,-0.0851
4321.0,0.7422,1.019,0.3798,0.3469,1.6284
4322.0,-1.1558,1.6551,0.7294,1.3577,-1.0988
4312.0,-0.1388,0.9065,0.7882,1.4418,-2.0113
4323.0,-1.3734,2.6673,1.0658,0.8202,0.7589
4324.0,-1.2876,-1.6748,0.1398,1.9584,0.3889
4325.0,0.8569,0.7421,0.0898,-1.2669,0.2831
4326.0,0.7031,2.2297,0.3028,0.0541,1.9485
4327.0,-0.387,2.4584,-0.0328,1.7283,0.002
8511.0,-0.6299,0.7799,-1.0612,0.8303,0.0038
8510.0,-0.5539,1.1504,-0.1573,1.1233,0.279
10893.0,-1.0636,-2.9111,-1.2838,-1.754,-2.5422
4313.0,-1.1622,1.2087,1.1665,0.2347,-0.329
64386.0,-0.0624,2.2612,1.3408,4.2181,2.1006
79148.0,-0.1223,1.7076,-0.694,0.7485,0.7807
4314.0,0.2075,0.1277,-0.2863,0.1212,-2.1741
4316.0,1.2182,-0.2236,1.1695,-1.5677,-1.7107
4317.0,-1.4822,0.7088,-0.7297,-0.9959,-1.4822
4318.0,-0.6611,1.802,1.3002,-0.3133,0.3211
22915.0,-0.6085,-0.9422,1.0652,-0.536,0.8159
79812.0,-0.9404,0.2851,1.5447,-0.2519,-0.1174
64210.0,-0.3769,1.7829,0.2786,-0.0763,1.5988
4330.0,-0.8601,-0.1082,0.9048,-0.5651,-0.7995
4331.0,0.7941,-0.784,0.0235,0.1127,0.1119
84057.0,-0.1825,-2.5416,0.6385,0.0857,0.0679
4332.0,-0.1135,0.6746,0.9271,-0.5282,0.8825
55329.0,1.3134,-0.4049,0.8592,-0.6698,-1.1152
4335.0,0.2768,1.3565,0.4724,2.6633,0.0376
3110.0,-0.2559,-0.2008,-0.688,0.205,0.3904
64112.0,-0.7414,-0.1284,-1.2432,1.6226,-1.1066
81532.0,-1.8468,1.1373,0.3355,1.7585,-0.2589
92597.0,1.6801,-1.1261,0.3389,-0.6346,0.6894
55233.0,0.704,-1.563,0.3238,-0.8966,0.7052
126308.0,-0.7499,1.1311,1.1997,1.1615,0.1553
79817.0,0.575,-1.6463,-0.2211,1.2421,0.2665
148932.0,-2.3443,1.7638,1.1901,2.6784,1.0839
25843.0,0.5512,-0.5681,-0.2932,-1.2409,-1.0334
4336.0,-1.6757,0.51,-0.0602,3.6888,-1.6757
55034.0,1.6995,0.9408,1.7706,-0.0205,1.2871
4337.0,-1.2875,0.4401,-0.1736,-1.8683,-0.8827
4338.0,-0.2461,0.2107,-0.1623,-1.8582,-0.832
27304.0,-0.7625,-0.9289,-1.6565,-1.6945,-1.0664
116255.0,2.1153,-1.5691,-1.5691,0.5044,-1.5691
80168.0,0.1461,-1.9734,-3.0178,-1.461,-0.9445
346606.0,-0.7539,-2.2124,-4.1061,-1.6016,-2.0922
7841.0,-1.3702,0.3169,-0.7201,1.0335,1.9517
84315.0,-1.5634,0.2321,-0.4486,-2.3245,-0.7883
22879.0,-1.2511,0.6579,0.2092,-0.4489,-1.591
23041.0,0.9678,-0.622,0.1097,0.3557,0.3789
22880.0,-0.834,-0.6412,1.2324,-0.1307,1.0724
23515.0,1.6627,-1.6816,0.8614,-1.4856,0.5267
79710.0,1.3118,-0.4867,2.2726,0.7845,1.6069
10934.0,-0.2244,-1.6248,-0.8196,0.0436,0.0799
10933.0,0.2851,-1.809,0.7085,-0.5234,-0.0618
9643.0,1.3961,-2.6982,-0.4504,0.1091,-0.6915
79906.0,0.3102,1.8398,0.3529,2.2199,1.5811
729967.0,-0.4123,-1.7018,0.1536,-0.5767,-0.8206
283385.0,-1.4848,0.6351,0.089,0.0624,0.3145
118812.0,0.034,2.1174,0.7554,1.102,0.6213
254956.0,-1.2569,-0.5846,0.0362,-0.8208,-1.2569
64757.0,0.917,-2.0142,-1.7004,0.5264,0.7247
54996.0,1.0283,-0.385,0.8466,1.3698,0.398
56180.0,1.002,-0.7018,-0.9008,-0.0961,-1.1422
158747.0,1.1571,-1.2652,-0.3557,0.2356,-0.4719
64598.0,-1.3722,0.0794,0.0225,-0.0534,-0.364
4343.0,0.1827,2.3356,2.2612,2.9453,1.91
54456.0,-0.4406,0.3253,0.3272,-0.1734,1.8997
26002.0,-0.8892,-0.2025,0.3365,-0.7505,-0.1509
